id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
145623014,380ab708-36d6-4008-a0ff-177b65c511b2,2023-01-01 12:54:35-08:00,2023-01-01,2023-01-01 20:54:35 UTC,Pacific Time (US & Canada),905486,wildliferunner12,,2023-01-02 00:07:23 UTC,2023-01-02 19:56:44 UTC,research,,https://www.inaturalist.org/observations/145623014,https://static.inaturalist.org/photos/250170171/medium.jpg,,"","",2,0,false,3,"San Elijo Lagoon Ecological Reserve, Solana Beach, CA, US",33.0042527833,-117.269195,26,,,,26,,open,false,,,San Diego Alligator Lizard,Elgaria multicarinata webbii,San Diego Alligator Lizard,Reptilia,32058
145623407,48aa8e5f-541f-4d5c-8156-3174e716e947,2023-01-01 16:00:44-08:00,2023-01-01,2023-01-02 00:00:44 UTC,Pacific Time (US & Canada),364244,eridanlover,,2023-01-02 00:11:57 UTC,2023-03-15 02:32:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145623407,https://inaturalist-open-data.s3.amazonaws.com/photos/250170922/medium.jpg,,"","",1,0,false,3,"Marine Corps Base Camp Pendleton, Oceanside, CA, US",33.290295,-117.3075716667,4,,,,4,,,false,,,Telegraphweed,Heterotheca grandiflora,Telegraphweed,Plantae,58831
145623474,cc6b7b75-86f9-4ebc-baec-bcbaab46dcaa,2023-01-01 16:02:26-08:00,2023-01-01,2023-01-02 00:02:26 UTC,Pacific Time (US & Canada),364244,eridanlover,,2023-01-02 00:13:00 UTC,2023-03-15 02:32:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145623474,https://inaturalist-open-data.s3.amazonaws.com/photos/250171052/medium.jpg,,"","",3,0,false,3,"Marine Corps Base Camp Pendleton, Oceanside, CA, US",33.2905616667,-117.307175,3,,,,3,,,false,,,shepherd's-purse,Capsella bursa-pastoris,shepherd's-purse,Plantae,56121
145623629,0d0452b3-1e41-4904-b328-ddece2c07a08,2023-01-01 13:30:39-08:00,2023-01-01,2023-01-01 21:30:39 UTC,Pacific Time (US & Canada),386491,larryhendrickson,"Larry Hendrickson, California State Parks",2023-01-02 00:15:37 UTC,2026-01-16 23:15:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145623629,https://inaturalist-open-data.s3.amazonaws.com/photos/250172132/medium.jpg,,"","",4,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2873,-116.1564721667,3,,,,3,,open,false,,,Thickleaf Groundcherry,Physalis crassifolia,Thickleaf Groundcherry,Plantae,78565
145624217,9e77e078-e0fe-4d57-8f8d-73d47c8e5094,2023-01-01 10:35:58-08:00,2023-01-01,2023-01-01 18:35:58 UTC,Pacific Time (US & Canada),2161367,macwhose,Susan MacWhorter,2023-01-02 00:24:59 UTC,2023-01-09 19:08:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145624217,https://inaturalist-open-data.s3.amazonaws.com/photos/250172660/medium.jpg,,"","",3,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.36258,-116.39177,4,,,,4,,,false,,,goldpoppy,Eschscholzia parishii,goldpoppy,Plantae,77085
145624329,9d4ce706-5034-4d8e-916a-07cb1eba1e28,2023-01-01 12:53:48-08:00,2023-01-01,2023-01-01 20:53:48 UTC,Pacific Time (US & Canada),386491,larryhendrickson,"Larry Hendrickson, California State Parks",2023-01-02 00:26:31 UTC,2026-01-16 23:15:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145624329,https://inaturalist-open-data.s3.amazonaws.com/photos/250174858/medium.jpg,,"","",4,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2903666667,-116.1565333333,4,,,,4,,,false,,,Desert Holly,Atriplex hymenelytra,Desert Holly,Plantae,75706
145625938,52e4b820-fc6a-47d6-966f-e36f96c037d9,2023-01-01 13:15:32-08:00,2023-01-01,2023-01-01 21:15:32 UTC,Pacific Time (US & Canada),386491,larryhendrickson,"Larry Hendrickson, California State Parks",2023-01-02 00:47:59 UTC,2026-01-16 23:15:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145625938,https://inaturalist-open-data.s3.amazonaws.com/photos/250176934/medium.jpg,,"","",4,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.291755,-116.1571111667,4,,,,4,,,false,,,Purplestem Phacelia,Phacelia crenulata ambigua,Purplestem Phacelia,Plantae,81227
145626555,6c1660b6-6b4e-4e08-be13-2c6c0aeb4460,2023-01-01 11:31:05-08:00,2023-01-01,2023-01-01 19:31:05 UTC,Pacific Time (US & Canada),1470662,kcyuki,"",2023-01-02 00:56:32 UTC,2023-01-02 02:49:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145626555,https://inaturalist-open-data.s3.amazonaws.com/photos/250177722/medium.jpg,,"","",1,0,false,3,"UC San Diego, San Diego, CA, US",32.8751333333,-117.2233283333,14,,,,14,,open,false,,,Bushtit,Psaltriparus minimus,Bushtit,Aves,7266
145626607,0c7f6031-839c-42cb-a9ea-2005e84f748e,Sun Jan 01 2023 16:56:27 GMT-0800 (PST),2023-01-01,2023-01-02 00:56:27 UTC,Pacific Time (US & Canada),3836940,n8baz,n8baz,2023-01-02 00:57:14 UTC,2023-01-13 16:33:27 UTC,research,,https://www.inaturalist.org/observations/145626607,https://static.inaturalist.org/photos/250177830/medium.jpg,,"",,1,0,false,3,"Mission Trails Regional Park, San Diego, CA, US",32.8383744462,-117.0321597533,4,,,,4,,,false,,,Stubble Rosegill,Volvopluteus gloiocephalus,Stubble Rosegill,Fungi,348720
145626976,8029283f-5d34-49be-8061-788dfa8997ac,2023-01-01 15:18:36-08:00,2023-01-01,2023-01-01 23:18:36 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:01:58 UTC,2023-01-02 02:54:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145626976,https://inaturalist-open-data.s3.amazonaws.com/photos/250178437/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.9232866667,-117.2592783333,4,,,,4,,open,false,,,Brown Pelican,Pelecanus occidentalis,Brown Pelican,Aves,4328
145627002,8a591f6b-bfd5-43c4-96b7-d214514fa9ce,2023-01-01 15:10:03-08:00,2023-01-01,2023-01-01 23:10:03 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:02:23 UTC,2023-01-03 01:03:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627002,https://inaturalist-open-data.s3.amazonaws.com/photos/250178491/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.925095,-117.2593833333,13,,,,13,,,false,,,Elk Kelp,Pelagophycus porra,Elk Kelp,Chromista,124746
145627015,9a01c0c6-5b2b-47fa-8d98-2c4b7e971f7c,2023-01-01 15:10:23-08:00,2023-01-01,2023-01-01 23:10:23 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:02:44 UTC,2024-05-30 20:01:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627015,https://inaturalist-open-data.s3.amazonaws.com/photos/250178666/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.9250333333,-117.2594833333,4,,,,4,,,false,,,Feather Boa Kelp,Egregia menziesii,Feather Boa Kelp,Chromista,67419
145627194,2b1c555b-9669-4a3c-aa64-3257ec2161f2,2023-01-01 15:07:39-08:00,2023-01-01,2023-01-01 23:07:39 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:04:11 UTC,2023-01-02 01:44:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627194,https://inaturalist-open-data.s3.amazonaws.com/photos/250178677/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.925775,-117.259475,4,,,,4,,open,false,,,Black Phoebe,Sayornis nigricans,Black Phoebe,Aves,17013
145627209,8866e912-f70c-4526-9113-7bf271edcb2a,2023-01-01 15:11:06-08:00,2023-01-01,2023-01-01 23:11:06 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:04:27 UTC,2023-01-02 10:52:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627209,https://inaturalist-open-data.s3.amazonaws.com/photos/250178711/medium.jpg,,"","",2,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.924995,-117.2594533333,4,,,,4,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
145627229,1ffc959f-d978-46c1-8382-9808b059cfc1,2023-01-01 15:14:49-08:00,2023-01-01,2023-01-01 23:14:49 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:04:49 UTC,2025-04-03 04:18:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627229,https://inaturalist-open-data.s3.amazonaws.com/photos/250178809/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.9239383333,-117.259255,14,,,,14,,,false,,,Feather Boa Kelp,Egregia menziesii,Feather Boa Kelp,Chromista,67419
145627257,4afd9f60-f3bf-4435-b6f6-64d9c4e8170c,2023-01-01 15:15:41-08:00,2023-01-01,2023-01-01 23:15:41 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:05:09 UTC,2026-03-16 19:32:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627257,https://inaturalist-open-data.s3.amazonaws.com/photos/250178846/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.9237866667,-117.2593833333,4,,,,4,,,false,,,Plocamium pacificum,Plocamium pacificum,,Plantae,1557592
145627279,e8daf010-55cb-4b18-b102-c7ec5eb3cefe,2023-01-01 15:15:31-08:00,2023-01-01,2023-01-01 23:15:31 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:05:26 UTC,2023-01-06 04:14:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627279,https://inaturalist-open-data.s3.amazonaws.com/photos/250179300/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Beach, San Diego, CA, US",32.923795,-117.2594,4,,,,4,,,false,,,Devil weed,Sargassum horneri,Devil weed,Chromista,428460
145627413,08679f67-85a0-4128-9c8d-86e991c360da,2023-01-01 15:24:00-08:00,2023-01-01,2023-01-01 23:24:00 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:07:33 UTC,2023-01-02 01:11:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627413,https://inaturalist-open-data.s3.amazonaws.com/photos/250179249/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Natural Reserve, San Diego, CA, US",32.9218866667,-117.2592,4,,,,4,,open,false,,,Say's Phoebe,Sayornis saya,Say's Phoebe,Aves,17009
145627459,2913893f-8e75-4304-a149-dd9f40b37c76,2023-01-01 15:44:45-08:00,2023-01-01,2023-01-01 23:44:45 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:08:04 UTC,2023-01-02 01:14:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627459,https://inaturalist-open-data.s3.amazonaws.com/photos/250179325/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Natural Reserve, San Diego, CA, US",32.9255533333,-117.2565533333,4,,,,4,,open,false,,,Coastal Pricklypear,Opuntia littoralis,Coastal Pricklypear,Plantae,78266
145627487,996784b1-dc28-481f-b163-11581ce9179b,2023-01-01 15:47:35-08:00,2023-01-01,2023-01-01 23:47:35 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:08:29 UTC,2023-01-02 17:00:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627487,https://inaturalist-open-data.s3.amazonaws.com/photos/250179380/medium.jpg,,"","",1,0,false,3,"Caminito Carmel, San Diego, CA, US",32.9337466667,-117.2436,1414,,,,1414,,,false,,,Thick-leaved Yerba Santa,Eriodictyon crassifolium,Thick-leaved Yerba Santa,Plantae,76955
145627515,18302eff-c107-47df-b293-4cf13889a11d,2023-01-01 15:54:46-08:00,2023-01-01,2023-01-01 23:54:46 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:08:53 UTC,2023-01-02 17:15:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627515,https://inaturalist-open-data.s3.amazonaws.com/photos/250179421/medium.jpg,,"","",2,0,false,3,"Torrey Pines State Natural Reserve, San Diego, CA, US",32.9247033333,-117.2560366667,6,,,,6,,,false,,,Chilicothe,Marah macrocarpa,Chilicothe,Plantae,77959
145627569,1cc5c787-8c69-4cf9-a763-4321835cf4f0,2023-01-01 15:55:14-08:00,2023-01-01,2023-01-01 23:55:14 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:09:45 UTC,2024-07-17 05:11:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627569,https://inaturalist-open-data.s3.amazonaws.com/photos/250179533/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Natural Reserve, San Diego, CA, US",32.9245133333,-117.2561116667,4,,,,4,,open,false,,,Torrey pine,Pinus torreyana,Torrey pine,Plantae,78587
145627720,b120d685-7b24-4933-b417-3b09d37f5705,2023-01-01 15:45:04-08:00,2023-01-01,2023-01-01 23:45:04 UTC,Pacific Time (US & Canada),4309885,unnecessaryj,Caroline H. S.,2023-01-02 01:11:27 UTC,2023-01-02 17:15:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145627720,https://inaturalist-open-data.s3.amazonaws.com/photos/250179973/medium.jpg,,"","",1,0,false,3,"Torrey Pines State Natural Reserve, San Diego, CA, US",32.9254883333,-117.2565216667,4,,,,4,,open,false,,,Indian fig opuntia,Opuntia ficus-indica,Indian fig opuntia,Plantae,64119
145628135,ec5dba0f-38dc-4bc2-b53f-313f10e7f2fe,2023-01-01,2023-01-01,,Pacific Time (US & Canada),101149,naturalistspace,Stacey Vielma,2023-01-02 01:18:42 UTC,2025-02-12 13:29:07 UTC,research,,https://www.inaturalist.org/observations/145628135,https://static.inaturalist.org/photos/250180801/medium.jpeg,,"","",1,0,false,2,"San Diego County, CA, USA",32.87016508,-116.2307136878,382,,,,382,,,false,gps,gps,Desert Shaggymane,Podaxis pistillaris,Desert Shaggymane,Fungi,57883
145628322,467a2c48-58b9-4111-a676-6ee5ca15644a,2023-01-01 10:41:56,2023-01-01,2023-01-01 18:41:56 UTC,Pacific Time (US & Canada),101149,naturalistspace,Stacey Vielma,2023-01-02 01:21:53 UTC,2023-01-02 01:48:48 UTC,research,,https://www.inaturalist.org/observations/145628322,https://static.inaturalist.org/photos/250181271/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",32.8644042162,-116.2257140502,252,,,,252,,open,false,gps,gps,Kit Fox,Vulpes macrotis,Kit Fox,Mammalia,42070
145629310,8af21b15-b930-4b23-b939-585da4df63c4,2023-01-01 13:38:00-08:00,2023-01-01,2023-01-01 21:38:00 UTC,Pacific Time (US & Canada),5648745,f1shar3c00l,Liam,2023-01-02 01:39:32 UTC,2023-01-02 14:48:35 UTC,research,,https://www.inaturalist.org/observations/145629310,https://static.inaturalist.org/photos/250183555/medium.jpg,,"","",2,0,false,3,"Santee Lakes, Santee, CA, US",32.8659581929,-117.0089029033,25,,,,25,,open,false,,,Bluegill,Lepomis macrochirus,Bluegill,Actinopterygii,49591
145631865,ec23f61c-8de7-4de2-ad3d-c6f66df7511f,2023-01-01 10:14:12-08:00,2023-01-01,2023-01-01 18:14:12 UTC,Pacific Time (US & Canada),6209584,eileen_hill,Eileen Hill,2023-01-02 02:15:58 UTC,2023-01-02 17:15:15 UTC,research,,https://www.inaturalist.org/observations/145631865,https://static.inaturalist.org/photos/250188715/medium.jpg,,"","",2,0,false,3,"Spring Valley, CA, US",32.7241366667,-116.9921283333,5,,,,5,,open,false,,,Tornleaf Goldeneye,Bahiopsis laciniata,Tornleaf Goldeneye,Plantae,75736
145632695,6cf1af22-5b8f-4714-a874-98e4d35e880e,2023/01/01 9:28 AM,2023-01-01,2023-01-01 17:28:00 UTC,Pacific Time (US & Canada),2412046,jsszabo1,,2023-01-02 02:30:01 UTC,2023-06-01 00:58:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145632695,https://inaturalist-open-data.s3.amazonaws.com/photos/250190274/medium.jpeg,,"","",3,0,false,,"Mission Bay, San Diego, CA, USA",32.7652444427,-117.242804259,15,,,,15,,open,false,,,Yellow-billed Loon,Gavia adamsii,Yellow-billed Loon,Aves,4622
145632751,abc6309d-1ef1-47d9-9805-2864590ed7cf,2023/01/01 9:38 AM,2023-01-01,2023-01-01 17:38:00 UTC,Pacific Time (US & Canada),2412046,jsszabo1,,2023-01-02 02:30:57 UTC,2023-01-02 02:34:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145632751,https://inaturalist-open-data.s3.amazonaws.com/photos/250190373/medium.jpeg,,"","",1,0,false,,"Mission Bay, San Diego, CA, USA",32.7648614057,-117.24236356,15,,,,15,,open,false,,,Brandt's Cormorant,Urile penicillatus,Brandt's Cormorant,Aves,1289607
145632814,e7bd471e-f9a1-4d38-b2ad-cedf7fa1b298,2023/01/01 9:35 AM,2023-01-01,2023-01-01 17:35:00 UTC,Pacific Time (US & Canada),2412046,jsszabo1,,2023-01-02 02:32:07 UTC,2023-01-02 03:04:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145632814,https://inaturalist-open-data.s3.amazonaws.com/photos/250190479/medium.jpeg,,"","",1,0,false,,"Mission Bay, San Diego, CA, USA",32.7630118538,-117.2440205294,61,,,,61,,open,false,,,Brant,Branta bernicla,Brant,Aves,7087
145632859,d3ee68c8-a30e-40a1-9ddd-c8a9da7f3673,2023/01/01 9:25 AM,2023-01-01,2023-01-01 17:25:00 UTC,Pacific Time (US & Canada),2412046,jsszabo1,,2023-01-02 02:33:00 UTC,2023-01-02 02:33:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145632859,https://inaturalist-open-data.s3.amazonaws.com/photos/250190586/medium.jpeg,,"","",1,0,false,,"Mission Bay, San Diego, CA, USA",32.7646830068,-117.2421453017,4,,,,4,,open,false,,,Spotted Sandpiper,Actitis macularius,Spotted Sandpiper,Aves,72458
145633040,9bc683ac-809b-48c6-ab73-2a8d9aa070de,2023/01/01 10:32 AM,2023-01-01,2023-01-01 18:32:00 UTC,Pacific Time (US & Canada),2412046,jsszabo1,,2023-01-02 02:35:22 UTC,2023-01-05 04:34:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145633040,https://inaturalist-open-data.s3.amazonaws.com/photos/250190813/medium.jpeg,,"","",2,0,false,,"Mission Bay, San Diego, CA, USA",32.7774106755,-117.2382288143,31,,,,31,,open,false,,,Long-tailed Duck,Clangula hyemalis,Long-tailed Duck,Aves,7170
145633114,c028fc7f-4167-4972-9fae-902a7dcf3d6e,2023/01/01 10:04 AM,2023-01-01,2023-01-01 18:04:00 UTC,Pacific Time (US & Canada),2412046,jsszabo1,,2023-01-02 02:36:43 UTC,2023-01-02 02:49:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145633114,https://inaturalist-open-data.s3.amazonaws.com/photos/250191056/medium.jpeg,,"","",1,0,false,,"Mission Bay, San Diego, CA, USA",32.7766750491,-117.2386846886,15,,,,15,,open,false,,,Black Skimmer,Rynchops niger,Black Skimmer,Aves,4496
145633333,a5fc56de-0108-4967-9f13-862e193376bb,2023/01/01 12:41 PM,2023-01-01,2023-01-01 20:41:00 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-02 02:39:41 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145633333,https://inaturalist-open-data.s3.amazonaws.com/photos/250191476/medium.jpeg,,"",CA or Blue-gray?,2,0,false,,"San Diego, California, United States",33.1016694444,-117.2336583333,,,,,,,open,false,,,Blue-gray Gnatcatcher,Polioptila caerulea,Blue-gray Gnatcatcher,Aves,7493
145635985,c46fa597-b250-4580-996f-2e6cc02357cc,2023/01/01 12:30 PM,2023-01-01,2023-01-01 20:30:00 UTC,Pacific Time (US & Canada),1653276,lglevanik,Lauren Glevanik,2023-01-02 03:22:18 UTC,2025-01-25 05:04:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145635985,https://inaturalist-open-data.s3.amazonaws.com/photos/250196370/medium.jpeg,,"","",1,0,false,,"San Diego County, US-CA, US",32.6067928938,-116.8136928524,2,,,,29066,obscured,open,true,,"",White-breasted Nuthatch,Sitta carolinensis,White-breasted Nuthatch,Aves,14801
145637574,33fbc986-bc5c-4dc6-9da4-2a0596fe9524,2023-01-01 10:36:44,2023-01-01,2023-01-01 18:36:44 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 03:51:23 UTC,2023-01-07 03:53:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/145637574,https://inaturalist-open-data.s3.amazonaws.com/photos/250200058/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3817830516,-117.5831954554,147,,,,147,,,false,gps,gps,Wavy Turban,Megastraea undosa,Wavy Turban,Mollusca,121180
145637663,a2c69da3-c937-4a01-acd6-c3428462f158,2023-01-01 10:38:37,2023-01-01,2023-01-01 18:38:37 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 03:52:22 UTC,2023-01-02 04:10:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/145637663,https://inaturalist-open-data.s3.amazonaws.com/photos/250200180/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3824451621,-117.5859614834,331,,,,331,,,false,gps,gps,Wavy Turban,Megastraea undosa,Wavy Turban,Mollusca,121180
145637722,399dedee-460a-4c91-a825-ff0938edaa91,2023-01-01 10:39:17,2023-01-01,2023-01-01 18:39:17 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 03:53:31 UTC,2023-01-04 03:03:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/145637722,https://inaturalist-open-data.s3.amazonaws.com/photos/250200332/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3827066454,-117.5870055333,331,,,,331,,,false,gps,gps,Fat Horsemussel,Modiolus capax,Fat Horse Mussel,Mollusca,196220
145637802,dd207f69-068a-4fef-81f2-7fc09bd6b851,2023-01-01 10:42:08,2023-01-01,2023-01-01 18:42:08 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 03:55:07 UTC,2023-08-24 18:53:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/145637802,https://inaturalist-open-data.s3.amazonaws.com/photos/250200526/medium.jpeg,,"",,2,0,false,2,"San Diego County, CA, USA",33.3825019942,-117.5868466124,331,,,,331,,open,false,gps,gps,Black Turnstone,Arenaria melanocephala,Black Turnstone,Aves,3941
145638129,a38eaf07-e88b-4d6b-bc7f-fde9d748f04c,2023-01-01 10:52:31,2023-01-01,2023-01-01 18:52:31 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 03:59:37 UTC,2023-01-04 03:03:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/145638129,https://inaturalist-open-data.s3.amazonaws.com/photos/250201056/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3826758498,-117.5879302248,331,,,,331,,,false,gps,gps,Pacific Littleneck Clam,Leukoma staminea,Pacific Littleneck Clam,Mollusca,333608
145638203,383e7431-1149-4447-a442-65a59039e68e,2023-01-01 11:05:13,2023-01-01,2023-01-01 19:05:13 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 04:00:56 UTC,2023-01-02 04:02:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/145638203,https://inaturalist-open-data.s3.amazonaws.com/photos/250201180/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.383697979,-117.5904173031,331,,,,331,,,false,gps,gps,Wavy Turban,Megastraea undosa,Wavy Turban,Mollusca,121180
145638270,30d0ca30-6393-4a69-83e1-f016773c4d61,2023-01-01 11:08:38,2023-01-01,2023-01-01 19:08:38 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 04:02:02 UTC,2023-01-02 15:03:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/145638270,https://inaturalist-open-data.s3.amazonaws.com/photos/250201274/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3824404028,-117.5894986466,331,,,,331,,,false,gps,gps,California Seahare,Aplysia californica,California Seahare,Mollusca,48655
145638323,07a26c15-e5cd-4f12-9ea2-3f0b48f252f2,2023-01-01 11:08:43,2023-01-01,2023-01-01 19:08:43 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 04:03:08 UTC,2023-01-02 04:10:30 UTC,research,CC-BY,https://www.inaturalist.org/observations/145638323,https://inaturalist-open-data.s3.amazonaws.com/photos/250201385/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3826593321,-117.5900944322,331,,,,331,,,false,gps,gps,Black Seahare,Aplysia vaccaria,Black Seahare,Mollusca,49857
145638372,01f2372e-be8b-4ff6-87ad-6e16002ced9a,2023-01-01 11:09:16,2023-01-01,2023-01-01 19:09:16 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 04:04:04 UTC,2023-01-02 04:10:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/145638372,https://inaturalist-open-data.s3.amazonaws.com/photos/250201520/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.3825000345,-117.5897879899,331,,,,331,,,false,gps,gps,California Seahare,Aplysia californica,California Seahare,Mollusca,48655
145638408,8c3b00f7-188a-4f21-ba64-cde186d80dc2,2023/01/01 11:48 AM,2023-01-01,2023-01-01 19:48:00 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-02 04:04:34 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145638408,https://inaturalist-open-data.s3.amazonaws.com/photos/250201293/medium.jpeg,,"",,1,0,false,,"Carlsbad, CA, USA",33.0989033333,-117.23837,,,,,,,,false,,,Prickly Russian Thistle,Salsola tragus,Prickly Russian Thistle,Plantae,57896
145638439,00136118-f989-415d-8b8a-fd3a94c0c495,2023-01-01 11:09:25,2023-01-01,2023-01-01 19:09:25 UTC,Pacific Time (US & Canada),2807536,kwalks146,"",2023-01-02 04:05:08 UTC,2023-01-02 04:10:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/145638439,https://inaturalist-open-data.s3.amazonaws.com/photos/250201639/medium.jpeg,,"",,1,0,false,2,"San Diego County, CA, USA",33.382575064,-117.5897501037,331,,,,331,,,false,gps,gps,California Seahare,Aplysia californica,California Seahare,Mollusca,48655
